NOME,QoE,TempoJogo,UsoCpu,UsoRam,UsoGpu,UsoVram,DelayVideo,DelayComandos,JitterVideo,JitterComandos,PerdaVideo,PerdaComandos,Jogo,TerminoPartida,JogariaNovamente,EstadoEspirito,IDADE,GENERO,CURSO,HORASJOGASEMANA,RESOLUCAO,FREQUENCIA,QUALJAJOGOU,TEMPOQUALJAJOGOU,MOUSEMANETEVR
Player 44,6,,,,,,35,0,0,0,10.0,0.0,Spelunky,22.11,SIM,Indiferente,,,,,,,,,
Player 44,0,,,,,,40,35,40,0,0.0,10.0,Rise of Tomb Raider,21.53,NAO,Indiferente,,,,,,,,,
Player 39,3,3.0,25.0,17.0,19.0,14.0,0,75,0,0,0.0,2.0,FEAR,15.1,NAO,Indiferente,22.0,F,Engenharia de Computação,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 3,1,3.0,37.0,14.0,8.0,9.0,0,150,0,5,0.0,2.5,Half-Life 2,17.09,,,,,,,,,,,
Player 74,5,,,,,,0,0,0,0,5.0,0.0,Rise of Tomb Raider,14.35,SIM,Indiferente,,,,,,,,,
Player 3,2,3.0,35.0,14.0,8.0,9.0,0,125,0,25,0.0,1.5,Half-Life 2,18.29,,,,,,,,,,,
Player 1,1,,,,,,20,0,5,0,3.0,0.0,Spelunky,18.41,NAO,Indiferente,,,,,,,,,
Player 74,6,,,,,,0,30,0,0,0.0,3.0,Rise of Tomb Raider,13.56,SIM,Indiferente,,,,,,,,,
Player 3,4,3.0,37.0,14.0,9.0,9.0,150,50,5,25,0.0,0.0,Half-Life 2,15.23,,,,,,,,,,,
Player 1,1,3.0,39.0,15.0,9.0,9.0,0,125,0,20,0.0,3.0,Half-Life 2,16.03,,,,,,,,,,,
Player 1,5,3.0,38.0,15.0,8.0,9.0,75,0,0,0,1.0,0.0,Half-Life 2,20.23,,,,,,,,,,,
Player 3,4,3.0,36.0,14.0,9.0,9.0,0,50,0,5,0.0,1.5,Half-Life 2,18.26,,,,,,,,,,,
Player 3,1,3.0,71.0,29.0,9.0,9.0,125,50,15,15,2.5,2.5,Half-Life 2,17.27,,,,,,,,,,,
Player 44,1,,,,,,0,20,0,5,0.0,2.5,Rise of Tomb Raider,13.49,SIM,Indiferente,,,,,,,,,
Player 3,2,3.0,36.0,16.0,10.0,10.0,100,0,5,0,0.5,0.0,Half-Life 2,15.41,,,,,,,,,,,
Player 74,6,,,,,,40,35,40,0,0.0,0.0,Rise of Tomb Raider,18.28,SIM,Indiferente,,,,,,,,,
Player 1,2,3.0,58.0,16.0,24.0,21.0,0,100,0,10,0.0,2.5,Half-Life 2,21.46,,,,,,,,,,,
Player 10,5,3.0,40.0,13.0,10.0,10.0,0,100,0,5,0.0,3.0,Half-Life 2,14.3,SIM,Feliz,23.0,M,Sistemas de Informação,0.0,1080p,60.0,Nenhum,0.0,Nenhum
Player 3,4,3.0,26.0,17.0,16.0,12.0,125,75,0,25,1.0,1.0,FEAR,17.50,,,,,,,,,,,
Player 44,0,,,,,,0,35,0,30,0.0,20.0,Rise of Tomb Raider,21.56,NAO,Indiferente,,,,,,,,,
Player 3,1,3.0,35.0,14.0,9.0,8.0,0,150,0,25,0.0,3.0,Half-Life 2,15.50,,,,,,,,,,,
Player 10,4,3.0,25.0,18.0,19.0,14.0,25,0,10,0,1.5,0.0,FEAR,,SIM,Indiferente,23.0,M,Sistemas de Informação,0.0,1080p,60.0,Nenhum,0.0,Nenhum
Player 1,6,3.0,77.0,20.0,23.0,20.0,75,100,0,15,2.0,2.0,Half-Life 2,22.29,,,,,,,,,,,
Player 1,5,3.0,41.0,15.0,26.0,23.0,0,25,0,20,0.0,0.5,Half-Life 2,17.58,,,,,,,,,,,
Player 3,0,3.0,34.0,14.0,7.0,8.0,125,150,20,15,0.5,0.5,Half-Life 2,19.16,,,,,,,,,,,
Player 5,5,,,,,,35,0,0,0,20.0,0.0,Rise of Tomb Raider,15.19,SIM,Indiferente,,,,,,,,,
Player 1,4,3.0,69.0,33.0,23.0,20.0,0,75,0,10,0.0,1.5,Half-Life 2,15.56,,,,,,,,,,,
Player 1,2,3.0,25.0,14.0,7.0,8.0,150,150,0,20,3.0,3.0,Spelunky,20.37,,,,,,,,,,,
Player 42,5,3.0,26.0,14.0,8.0,9.0,25,0,5,0,1.5,0.0,Spelunky,14.2,SIM,Indiferente,27.0,M,Engenharia de Controle e Automação,-1.0,4k,60.0,Nenhum,0.0,Manete
Player 42,3,4.0,32.0,14.0,8.0,8.0,50,0,25,0,1.0,0.0,Half-Life 2,14.5,NAO,Indiferente,27.0,M,Engenharia de Controle e Automação,-1.0,4k,60.0,Nenhum,0.0,Manete
Player 1,4,3.0,58.0,25.0,36.0,31.0,25,75,20,15,3.0,3.0,Half-Life 2,17.00,,,,,,,,,,,
Player 74,6,,,,,,35,0,0,0,20.0,0.0,Rise of Tomb Raider,14.49,SIM,Indiferente,,,,,,,,,
Player 3,4,3.0,37.0,14.0,9.0,9.0,0,25,0,10,0.0,1.5,Half-Life 2,18.37,,,,,,,,,,,
Player 5,5,,,,,,0,2,0,40,3.0,0.0,Rise of Tomb Raider,15.11,SIM,Indiferente,,,,,,,,,
Player 5,4,,,,,,30,15,0,20,5.0,5.0,Rise of Tomb Raider,14.34,SIM,Indiferente,,,,,,,,,
Player 1,6,3.0,48.0,14.0,25.0,22.0,0,50,0,5,0.0,0.0,Half-Life 2,18.12,,,,,,,,,,,
Player 1,1,3.0,30.0,13.0,9.0,9.0,150,0,25,0,3.0,0.0,Spelunky,19.50,,,,,,,,,,,
Player 1,2,3.0,41.0,31.0,9.0,9.0,100,125,5,15,1.0,1.0,Spelunky,14.16,,,,,,,,,,,
Player 1,1,3.0,38.0,15.0,9.0,9.0,125,0,15,0,1.5,0.0,Half-Life 2,20.02,,,,,,,,,,,
Player 3,4,3.0,38.0,15.0,9.0,9.0,25,0,10,0,0.5,0.0,Half-Life 2,16.54,,,,,,,,,,,
Player 1,1,3.0,36.0,15.0,9.0,9.0,100,0,20,0,0.5,0.0,Half-Life 2,16.35,,,,,,,,,,,
Player 1,3,3.0,36.0,15.0,10.0,10.0,50,0,5,0,2.5,0.0,Half-Life 2,17.49,,,,,,,,,,,
Player 3,0,3.0,31.0,13.0,9.0,9.0,150,0,15,0,1.5,0.0,Half-Life 2,18.52,,,,,,,,,,,
Player 74,5,,,,,,25,30,0,0,10.0,10.0,Rise of Tomb Raider,14.02,SIM,Indiferente,,,,,,,,,
Player 1,5,3.0,36.0,14.0,9.0,9.0,75,50,20,15,0.0,0.0,Half-Life 2,23.23,,,,,,,,,,,
Player 74,4,,,,,,0,40,0,30,10.0,10.0,Rise of Tomb Raider,17.54,SIM,Indiferente,,,,,,,,,
Player 1,4,3.0,41.0,12.0,26.0,23.0,75,0,20,0,2.0,0.0,Half-Life 2,17.56,,,,,,,,,,,
Player 1,2,3.0,18.0,14.0,9.0,9.0,0,100,0,0,0.0,3.0,Spelunky,13.30,,,,,,,,,,,
Player 5,2,3.0,37.0,14.0,8.0,9.0,100,0,15,0,1.0,0.0,Half-Life 2,15.36,,,,,,,,,,,
Player 5,0,3.0,33.0,14.0,9.0,9.0,25,50,20,5,1.0,1.0,Half-Life 2,17.23,,,,,,,,,,,
Player 5,4,3.0,48.0,17.0,31.0,27.0,50,50,10,25,2.0,2.0,Half-Life 2,13.17,,,,,,,,,,,
Player 17,4,4.0,36.0,17.0,9.0,9.0,0,50,0,10,0.0,2.0,Half-Life 2,17.1,SIM,Indiferente,21.0,M,Sistemas de Informação,8.0,1080p,60.0,Half-Life 2,-1.0,Mouse
Player 36,1,4.0,21.0,17.0,20.0,14.0,100,50,25,25,0.5,0.5,FEAR,15.7,SIM,Feliz,27.0,M,Mestrado Física,-1.0,1080p,60.0,Nenhum,0.0,Manete
Player 3,5,3.0,35.0,15.0,9.0,9.0,100,50,15,25,0.0,0.0,Half-Life 2,19.55,,,,,,,,,,,
Player 1,5,3.0,79.0,58.0,8.0,8.0,0,50,0,10,0.0,1.5,Half-Life 2,14.16,,,,,,,,,,,
Player 3,1,3.0,22.0,13.0,5.0,7.0,0,100,0,5,0.0,1.5,Half-Life 2,19.27,,,,,,,,,,,
Player 1,4,3.0,40.0,16.0,9.0,9.0,0,50,0,5,0.0,2.5,Spelunky,17.51,,,,,,,,,,,
Player 1,6,,,,,,0,2,0,15,0.0,2.0,Spelunky,16.27,SIM,Indiferente,,,,,,,,,
Player 3,2,3.0,58.0,23.0,9.0,9.0,0,125,0,5,0.0,2.0,Half-Life 2,13.43,,,,,,,,,,,
Player 44,2,3.0,24.0,19.0,15.0,13.0,125,0,0,0,0.5,0.0,FEAR,20.2,SIM,Indiferente,28.0,M,Doutorado Ciências da Computação,8.0,1080p,144.0,Nenhum,0.0,Mouse
Player 1,5,3.0,24.0,14.0,7.0,8.0,125,0,15,0,0.0,0.0,Spelunky,16.11,,,,,,,,,,,
Player 1,5,,,,,,0,15,0,15,0.0,2.0,Spelunky,17.06,SIM,Indiferente,,,,,,,,,
Player 74,1,,,,,,0,30,0,40,0.0,10.0,Rise of Tomb Raider,17.31,NAO,Indiferente,,,,,,,,,
Player 1,5,3.0,23.0,14.0,7.0,8.0,0,50,0,20,0.0,1.5,Spelunky,17.32,,,,,,,,,,,
Player 10,3,3.0,29.0,14.0,10.0,9.0,150,100,20,15,1.5,1.5,Half-Life 2,20.5,SIM,Indiferente,23.0,M,Sistemas de Informação,0.0,1080p,60.0,Nenhum,0.0,Nenhum
Player 41,4,3.0,28.0,14.0,8.0,9.0,0,50,0,15,0.0,1.5,Spelunky,15.1,SIM,Feliz,18.0,M,Ensino Médio,5.0,1080p,60.0,Spelunky,8.0,Mouse e Manete
Player 5,2,3.0,42.0,16.0,11.0,11.0,0,150,0,0,0.0,2.5,Half-Life 2,16.56,,,,,,,,,,,
Player 1,4,3.0,39.0,14.0,8.0,9.0,50,0,10,0,1.0,0.0,Half-Life 2,16.13,,,,,,,,,,,
Player 54,5,3.0,22.0,15.0,8.0,8.0,0,75,0,20,0.0,1.5,Spelunky,14.2,NAO,Indiferente,25.0,M,Ciências da Computação,-1.0,-1080p,60.0,Nenhum,0.0,Mouse
Player 1,5,3.0,61.0,32.0,33.0,29.0,0,50,0,20,0.0,0.0,Half-Life 2,13.58,,,,,,,,,,,
Player 3,3,3.0,51.0,23.0,9.0,9.0,0,50,0,10,0.0,1.5,Half-Life 2,13.24,,,,,,,,,,,
Player 4,4,3.0,21.0,14.0,7.0,8.0,0,100,0,10,0.0,2.5,Spelunky,17.35,,,,,,,,,,,
Player 1,3,3.0,38.0,14.0,9.0,9.0,75,0,15,0,2.0,0.0,Half-Life 2,16.16,,,,,,,,,,,
Player 3,2,3.0,14.0,12.0,3.0,6.0,50,150,20,5,0.0,2.0,Half-Life 2,19.35,,,,,,,,,,,
Player 1,3,3.0,10.0,12.0,9.0,9.0,75,50,5,5,3.0,3.0,Spelunky,11.58,,,,,,,,,,,
Player 3,4,3.0,35.0,15.0,8.0,9.0,50,0,15,0,0.5,0.0,Half-Life 2,17.02,,,,,,,,,,,
Player 1,5,3.0,45.0,14.0,26.0,23.0,50,0,10,0,1.0,0.0,Half-Life 2,18.19,,,,,,,,,,,
Player 1,1,3.0,73.0,45.0,22.0,19.0,0,100,0,20,0.0,2.0,Half-Life 2,17.31,,,,,,,,,,,
Player 1,4,3.0,26.0,15.0,8.0,8.0,100,0,10,0,1.0,0.0,Spelunky,14.07,,,,,,,,,,,
Player 3,5,4.0,49.0,15.0,38.0,32.0,150,50,5,0,0.0,0.0,Half-Life 2,17.22,,,,,,,,,,,
Player 74,6,,,,,,40,30,0,30,0.0,0.0,Rise of Tomb Raider,17.14,SIM,Indiferente,,,,,,,,,
Player 40,5,3.0,17.0,16.0,12.0,11.0,0,75,0,5,1.5,1.5,FEAR,16.1,SIM,Feliz,20.0,M,Sistemas de Informação,8.0,-1080p,60.0,Nenhum,0.0,Mouse
Player 1,1,3.0,35.0,15.0,9.0,9.0,125,0,25,0,1.0,0.0,Half-Life 2,16.46,,,,,,,,,,,
Player 3,0,3.0,73.0,18.0,23.0,21.0,125,150,20,15,2.5,2.5,Half-Life 2,19.30,,,,,,,,,,,
Player 3,0,3.0,33.0,18.0,6.0,7.0,150,0,20,0,2.5,0.0,Half-Life 2,16.35,,,,,,,,,,,
Player 3,2,3.0,35.0,15.0,10.0,10.0,50,125,20,15,1.5,1.5,Half-Life 2,19.40,,,,,,,,,,,
Player 41,2,3.0,27.0,18.0,20.0,14.0,125,0,25,0,2.0,0.0,FEAR,16.7,SIM,Indiferente,18.0,M,Ensino Médio,5.0,1080p,60.0,Spelunky,8.0,Mouse e Manete
Player 74,3,,,,,,0,35,0,30,10.0,10.0,Rise of Tomb Raider,12.24,SIM,Indiferente,,,,,,,,,
Player 3,1,3.0,30.0,14.0,7.0,7.0,75,0,25,0,1.0,0.0,Half-Life 2,19.13,,,,,,,,,,,
Player 3,2,3.0,31.0,18.0,7.0,8.0,75,25,0,20,2.5,2.5,Half-Life 2,16.30,,,,,,,,,,,
Player 1,5,3.0,26.0,15.0,7.0,8.0,0,50,0,25,0.0,3.0,Spelunky,14.15,,,,,,,,,,,
Player 5,2,3.0,55.0,15.0,27.0,24.0,100,0,10,0,0.5,0.0,Half-Life 2,20.23,,,,,,,,,,,
Player 1,5,3.0,26.0,15.0,8.0,8.0,125,150,20,0,0.0,0.0,Spelunky,14.11,,,,,,,,,,,
Player 3,4,3.0,30.0,13.0,7.0,8.0,0,75,0,10,0.0,2.5,Half-Life 2,18.18,,,,,,,,,,,
Player 18,5,4.0,39.0,14.0,9.0,9.0,150,0,10,0,2.0,0.0,Half-Life 2,15.7,SIM,Feliz,19.0,M,Física,8.0,1080p,60.0,Nenhum,0.0,Mouse
Player 5,2,3.0,80.0,36.0,29.0,25.0,50,0,15,0,0.0,0.0,Half-Life 2,17.49,,,,,,,,,,,
Player 1,4,3.0,47.0,14.0,25.0,22.0,50,0,10,0,0.5,0.0,Half-Life 2,18.26,,,,,,,,,,,
Player 1,6,3.0,28.0,14.0,8.0,8.0,0,25,0,5,0.0,2.0,Spelunky,19.17,,,,,,,,,,,
Player 44,5,,,,,,0,40,0,0,0.0,20.0,Rise of Tomb Raider,22.26,SIM,Indiferente,,,,,,,,,
Player 74,0,,,,,,40,40,40,40,0.0,20.0,Rise of Tomb Raider,16.58,NAO,Indiferente,,,,,,,,,
Player 74,2,,,,,,0,15,0,10,0.0,2.5,Rise of Tomb Raider,16.51,NAO,Indiferente,,,,,,,,,
Player 1,5,,,,,,10,0,5,0,1.5,0.0,Spelunky,17.24,SIM,Indiferente,,,,,,,,,
Player 1,6,3.0,46.0,14.0,25.0,22.0,75,0,0,0,2.5,0.0,Half-Life 2,18.10,,,,,,,,,,,
Player 1,6,3.0,65.0,57.0,10.0,9.0,0,50,0,15,0.0,2.0,Spelunky,15.44,,,,,,,,,,,
Player 4,5,3.0,32.0,14.0,9.0,9.0,150,0,5,0,0.0,0.0,Spelunky,17.57,,,,,,,,,,,
Player 36,1,4.0,24.0,17.0,17.0,12.0,0,125,0,10,0.0,3.0,FEAR,16.0,NAO,Feliz,27.0,M,Mestrado Física,-1.0,1080p,60.0,Nenhum,0.0,Manete
Player 1,6,3.0,78.0,57.0,9.0,9.0,50,0,15,0,0.0,0.0,Half-Life 2,13.57,,,,,,,,,,,
Player 44,0,,,,,,30,15,5,15,2.5,2.5,Rise of Tomb Raider,14.59,SIM,Indiferente,,,,,,,,,
Player 1,5,3.0,36.0,12.0,10.0,10.0,25,50,15,0,0.5,0.5,Spelunky,15.08,,,,,,,,,,,
Player 74,0,,,,,,0,30,0,30,0.0,20.0,Rise of Tomb Raider,14.05,NAO,Indiferente,,,,,,,,,
Player 1,4,3.0,42.0,31.0,9.0,9.0,75,50,10,20,1.5,1.5,Spelunky,14.25,,,,,,,,,,,
Player 1,5,3.0,38.0,14.0,9.0,9.0,25,100,15,10,3.0,3.0,Half-Life 2,15.18,,,,,,,,,,,
Player 3,0,3.0,38.0,15.0,9.0,9.0,150,0,5,0,0.5,0.0,Half-Life 2,15.28,,,,,,,,,,,
Player 74,0,,,,,,30,35,40,30,10.0,10.0,Rise of Tomb Raider,17.22,NAO,Indiferente,,,,,,,,,
Player 5,3,4.0,43.0,15.0,10.0,10.0,125,25,0,10,3.0,3.0,Half-Life 2,16.29,,,,,,,,,,,
Player 3,0,3.0,73.0,27.0,10.0,10.0,150,0,25,0,2.5,0.0,Half-Life 2,16.20,,,,,,,,,,,
Player 3,3,3.0,56.0,23.0,8.0,8.0,0,50,0,0,0.0,0.5,Half-Life 2,13.31,,,,,,,,,,,
Player 3,3,3.0,44.0,14.0,26.0,24.0,50,0,20,0,1.0,0.0,Half-Life 2,20.09,,,,,,,,,,,
Player 67,5,3.0,27.0,18.0,14.0,13.0,50,0,5,0,0.5,0.0,Half-Life 2,,SIM,Indiferente,21.0,M,Ciências da Computação,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete e Celular
Player 38,1,3.0,21.0,14.0,8.0,9.0,50,25,5,20,2.0,2.0,Spelunky,14.8,NAO,Feliz,18.0,F,Ensino Médio,0.0,1080p,60.0,Nenhum,0.0,Mouse
Player 1,6,3.0,62.0,20.0,23.0,20.0,150,0,10,0,0.0,0.0,Half-Life 2,19.10,,,,,,,,,,,
Player 3,5,3.0,37.0,19.0,9.0,9.0,0,125,0,20,0.0,0.0,Half-Life 2,16.39,,,,,,,,,,,
Player 3,3,3.0,48.0,14.0,25.0,21.0,25,75,25,25,2.5,2.5,Half-Life 2,18.45,,,,,,,,,,,
Player 44,5,,,,,,20,0,0,0,1.5,0.0,Rise of Tomb Raider,14.4,SIM,Indiferente,,,,,,,,,
Player 5,2,3.0,60.0,25.0,26.0,22.0,125,125,20,0,1.0,1.0,Half-Life 2,17.49,,,,,,,,,,,
Player 1,2,3.0,37.0,15.0,8.0,9.0,125,0,15,0,3.0,0.0,Half-Life 2,14.24,,,,,,,,,,,
Player 40,6,4.0,39.0,14.0,10.0,10.0,25,0,5,0,3.0,0.0,Half-Life 2,16.5,NAO,Feliz,20.0,M,Sistemas de Informação,8.0,-1080p,60.0,Nenhum,0.0,Mouse
Player 46,0,4.0,18.0,14.0,13.0,11.0,50,50,25,25,2.5,2.5,FEAR,17.1,SIM,Indiferente,22.0,M,Física,5.0,1080p,60.0,Nenhum,0.0,Celular
Player 1,5,3.0,68.0,79.0,10.0,9.0,25,25,15,0,3.0,3.0,Spelunky,16.07,,,,,,,,,,,
Player 1,2,3.0,42.0,14.0,26.0,22.0,100,100,5,15,1.5,1.5,Half-Life 2,19.41,,,,,,,,,,,
Player 5,3,3.0,48.0,14.0,28.0,24.0,0,100,0,25,0.0,2.5,Half-Life 2,18.18,,,,,,,,,,,
Player 1,3,4.0,69.0,79.0,10.0,9.0,0,100,0,20,0.0,0.5,Spelunky,16.04,,,,,,,,,,,
Player 1,3,3.0,44.0,14.0,26.0,23.0,75,0,25,0,0.5,0.0,Half-Life 2,19.23,,,,,,,,,,,
Player 3,4,3.0,37.0,15.0,9.0,9.0,25,50,10,20,2.5,2.5,Half-Life 2,18.58,,,,,,,,,,,
Player 3,3,3.0,38.0,14.0,9.0,9.0,100,125,5,25,1.5,1.5,Half-Life 2,17.37,,,,,,,,,,,
Player 3,1,3.0,34.0,19.0,8.0,8.0,150,25,10,0,2.5,2.5,Half-Life 2,15.35,,,,,,,,,,,
Player 1,5,3.0,39.0,14.0,9.0,9.0,50,50,15,10,3.0,3.0,Half-Life 2,16.55,,,,,,,,,,,
Player 3,3,3.0,41.0,21.0,7.0,8.0,25,0,0,0,1.0,0.0,Half-Life 2,13.11,,,,,,,,,,,
Player 1,1,3.0,36.0,15.0,9.0,9.0,100,75,20,0,0.5,0.5,Half-Life 2,20.12,,,,,,,,,,,
Player 3,1,3.0,36.0,14.0,10.0,10.0,100,0,20,0,1.5,0.0,Half-Life 2,19.05,,,,,,,,,,,
Player 5,5,,,,,,2,0,25,0,10.0,10.0,Rise of Tomb Raider,15.32,SIM,Indiferente,,,,,,,,,
Player 1,2,3.0,39.0,15.0,9.0,9.0,0,100,0,25,0.0,2.0,Half-Life 2,18.24,,,,,,,,,,,
Player 3,6,3.0,60.0,16.0,25.0,22.0,0,0,0,0,2.0,0.0,Half-Life 2,19.08,,,,,,,,,,,
Player 3,4,3.0,54.0,17.0,8.0,9.0,75,0,0,0,3.0,0.0,Half-Life 2,19.43,,,,,,,,,,,
Player 74,0,,,,,,0,40,0,40,0.0,20.0,Rise of Tomb Raider,17.18,NAO,Indiferente,,,,,,,,,
Player 30,5,3.0,23.0,19.0,17.0,12.0,0,100,0,25,0.0,3.0,FEAR,17.6,SIM,Feliz,19.0,F,Física,-1.0,1080p,60.0,Nenhum,0.0,Mouse
Player 3,0,3.0,38.0,15.0,9.0,9.0,150,50,15,15,2.0,2.0,Half-Life 2,16.36,,,,,,,,,,,
Player 3,2,3.0,44.0,21.0,9.0,9.0,125,0,0,0,2.0,0.0,Half-Life 2,13.06,,,,,,,,,,,
Player 1,5,,,,,,15,20,5,5,2.5,2.5,Spelunky,19.34,SIM,Indiferente,,,,,,,,,
Player 1,4,,,,,,10,0,0,0,3.0,0.0,Spelunky,16.38,SIM,Indiferente,,,,,,,,,
Player 3,2,3.0,36.0,19.0,8.0,9.0,0,100,0,5,0.0,0.5,Half-Life 2,16.13,,,,,,,,,,,
Player 44,6,,,,,,40,35,0,40,0.0,20.0,Rise of Tomb Raider,19.49,SIM,Indiferente,,,,,,,,,
Player 1,6,3.0,52.0,55.0,9.0,9.0,75,50,10,5,0.0,0.0,Spelunky,14.21,,,,,,,,,,,
Player 74,0,,,,,,30,15,10,0,5.0,5.0,Rise of Tomb Raider,16.05,NAO,Indiferente,,,,,,,,,
Player 1,2,3.0,79.0,59.0,9.0,9.0,100,75,0,15,3.0,3.0,Half-Life 2,14.36,,,,,,,,,,,
Player 3,0,4.0,29.0,19.0,20.0,15.0,150,150,20,20,0.0,1.5,FEAR,18.04,,,,,,,,,,,
Player 44,0,,,,,,0,30,0,40,0.0,20.0,Rise of Tomb Raider,20.56,NAO,Indiferente,,,,,,,,,
Player 5,6,,,,,,15,0,25,0,5.0,0.0,Rise of Tomb Raider,13.12,SIM,Indiferente,,,,,,,,,
Player 1,5,3.0,25.0,13.0,8.0,8.0,50,0,10,0,1.5,0.0,Spelunky,16.46,,,,,,,,,,,
Player 74,2,,,,,,20,0,20,0,10.0,0.0,Rise of Tomb Raider,14.42,NAO,Indiferente,,,,,,,,,
Player 1,0,,,,,,0,30,0,15,0.0,1.5,Rise of Tomb Raider,20.04,NAO,Indiferente,,,,,,,,,
Player 1,6,,,,,,10,10,15,0,1.5,1.5,Rise of Tomb Raider,19.57,SIM,Indiferente,,,,,,,,,
Player 1,3,3.0,59.0,17.0,24.0,21.0,100,0,15,0,2.5,0.0,Half-Life 2,21.47,,,,,,,,,,,
Player 83,5,,,,,,0,0,0,0,2.5,0.0,Rise of Tomb Raider,20.19,SIM,Feliz,,,,,,,,,
Player 5,2,3.0,35.0,14.0,8.0,9.0,0,150,0,20,0.0,1.0,Half-Life 2,15.26,,,,,,,,,,,
Player 1,5,3.0,38.0,15.0,9.0,9.0,25,0,0,0,0.5,0.0,Half-Life 2,20.10,,,,,,,,,,,
Player 1,1,3.0,15.0,13.0,9.0,9.0,150,0,10,0,1.5,0.0,Spelunky,14.36,,,,,,,,,,,
Player 1,6,3.0,26.0,15.0,7.0,8.0,50,0,25,0,0.0,0.0,Spelunky,17.10,,,,,,,,,,,
Player 3,5,3.0,58.0,17.0,9.0,9.0,25,0,0,0,0.5,0.0,Half-Life 2,19.47,,,,,,,,,,,
Player 3,6,3.0,34.0,14.0,8.0,9.0,0,100,0,15,0.0,0.0,Half-Life 2,19.23,,,,,,,,,,,
Player 74,5,,,,,,0,2,0,20,0.0,3.0,Rise of Tomb Raider,15.02,SIM,Indiferente,,,,,,,,,
Player 81,1,,,,,,25,0,15,0,4.0,0.0,Spelunky,11.57,NAO,Indiferente,,,,,,,,,
Player 74,1,,,,,,0,30,0,30,0.0,10.0,Rise of Tomb Raider,17.28,NAO,Indiferente,,,,,,,,,
Player 83,0,,,,,,35,0,25,0,20.0,0.0,Rise of Tomb Raider,16.47,NAO,Feliz,,,,,,,,,
Player 3,3,3.0,36.0,14.0,9.0,9.0,75,0,5,0,3.0,0.0,Half-Life 2,19.09,,,,,,,,,,,
Player 1,5,3.0,26.0,14.0,8.0,8.0,0,50,0,20,0.0,2.5,Spelunky,20.34,,,,,,,,,,,
Player 3,4,3.0,38.0,15.0,9.0,9.0,0,100,0,0,0.0,0.0,Half-Life 2,15.53,,,,,,,,,,,
Player 1,4,3.0,42.0,15.0,26.0,23.0,0,100,0,0,0.0,2.0,Half-Life 2,18.00,,,,,,,,,,,
Player 38,4,3.0,36.0,15.0,10.0,10.0,0,75,0,10,0.0,0.5,Half-Life 2,14.4,SIM,Feliz,18.0,F,Ensino Médio,0.0,1080p,60.0,Nenhum,0.0,Mouse
Player 3,1,3.0,27.0,18.0,7.0,7.0,0,125,0,25,0.0,1.0,Half-Life 2,16.24,,,,,,,,,,,
Player 44,3,,,,,,0,0,0,0,20.0,0.0,Rise of Tomb Raider,22.04,SIM,Indiferente,,,,,,,,,
Player 1,4,,,,,,20,0,0,0,3.0,0.0,Spelunky,19.24,SIM,Indiferente,,,,,,,,,
Player 49,0,913.0,0.0,12.0,0.0,5.0,100,50,20,5,0.0,0.0,Half-Life 2,08.5,NAO,Triste,20.0,M,Física,8.0,1080p,60.0,Nenhum,0.0,Mouse
Player 1,3,3.0,35.0,13.0,11.0,10.0,0,75,0,15,0.0,1.5,Spelunky,17.07,,,,,,,,,,,
Player 1,6,,,,,,15,0,15,0,1.5,0.0,Rise of Tomb Raider,21.13,SIM,Indiferente,,,,,,,,,
Player 51,6,3.0,28.0,13.0,8.0,9.0,0,50,0,15,0.0,2.5,Spelunky,10.3,SIM,Feliz,22.0,M,Engenharia Metalúrgica,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete e Celular
Player 74,6,,,,,,20,0,0,0,5.0,0.0,Rise of Tomb Raider,12.38,SIM,Indiferente,,,,,,,,,
Player 3,3,3.0,44.0,15.0,9.0,9.0,100,0,25,0,0.0,0.0,Half-Life 2,18.53,,,,,,,,,,,
Player 37,1,3.0,17.0,16.0,9.0,9.0,100,0,15,0,0.0,0.0,FEAR,10.9,NAO,Feliz,53.0,F,Farmácia,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 44,5,,,,,,0,0,0,0,0.0,20.0,Rise of Tomb Raider,21.38,SIM,Indiferente,,,,,,,,,
Player 3,4,3.0,37.0,16.0,8.0,9.0,0,50,0,20,0.0,2.5,Half-Life 2,15.20,,,,,,,,,,,
Player 74,0,,,,,,30,0,30,0,10.0,0.0,Rise of Tomb Raider,17.34,NAO,Indiferente,,,,,,,,,
Player 74,1,,,,,,25,0,20,0,3.0,0.0,Rise of Tomb Raider,14.09,NAO,Indiferente,,,,,,,,,
Player 29,6,4.0,27.0,14.0,8.0,9.0,25,50,5,15,3.0,3.0,Spelunky,15.0,SIM,Feliz,25.0,F,Física,4.0,1080p,75.0,Nenhum,0.0,Mouse
Player 1,4,3.0,28.0,14.0,7.0,8.0,0,100,0,0,0.0,3.0,Spelunky,17.31,,,,,,,,,,,
Player 5,3,3.0,38.0,15.0,9.0,9.0,100,0,5,0,1.0,0.0,Half-Life 2,17.09,,,,,,,,,,,
Player 3,2,3.0,44.0,13.0,37.0,32.0,100,0,25,0,2.5,0.0,Half-Life 2,20.00,,,,,,,,,,,
Player 1,1,3.0,36.0,15.0,9.0,9.0,0,125,0,5,0.0,1.5,Half-Life 2,14.02,,,,,,,,,,,
